id,type,measurement,name,value,lat,lon,AQI_level
000040203,PM25,UG/M3,FOREST HILLS,5.110601843657829,45.3092,-66.0092,
000040203,PM25_AQI,AQI,FOREST HILLS,20.886457007470263,45.3092,-66.0092,good
000040207,NO2_AQI,AQI,SAINT JOHN WEST,2.6127328802534797,45.2536,-66.0803,good
000040207,OZONE,PPB,SAINT JOHN WEST,30.765004440386768,45.254644,-66.07719355,
000040207,OZONE_AQI,AQI,SAINT JOHN WEST,27.9729943554134,45.2536,-66.0803,good
000040207,PM2.5,UG/M3,SAINT JOHN WEST,4.72085276788266,45.255688,-66.0740871,
000040207,PM25,UG/M3,SAINT JOHN WEST,4.72072696272968,45.2536,-66.0803,
000040207,PM25_AQI,AQI,SAINT JOHN WEST,19.35857197395787,45.2536,-66.0803,good
000040209,PM2.5,UG/M3,CASTLE ST. SAINT JO,4.686662053787297,33.6911561,-97.5221639,
000040209,PM25,UG/M3,CASTLE ST. SAINT JO,4.6864154756874585,45.2803,-66.0561,
000040209,PM25_AQI,AQI,CASTLE ST. SAINT JO,19.17042902514709,45.2803,-66.0561,good
000040302,NO2,PPB,MONCTON,2.6538714036250592,46.09890825,-64.78411565,
000040302,NO2_AQI,AQI,MONCTON,2.57128694246197,46.11,-64.79,good
000040302,OZONE,PPB,MONCTON,22.964938819671026,46.09890825,-64.78411565,
000040302,OZONE_AQI,AQI,MONCTON,20.891148407693485,46.11,-64.79,good
000040302,PM2.5,UG/M3,MONCTON,5.07233909115731,46.0878165,-64.7782313,
000040302,PM25,UG/M3,MONCTON,5.0705828512217215,46.11,-64.79,
000040302,PM25_AQI,AQI,MONCTON,20.860565119538062,46.11,-64.79,good
000040901,OZONE,PPB,ST ANDREWS,28.485182340456298,50.714487649999995,-34.937660699999995,
000040901,OZONE_AQI,AQI,ST ANDREWS,25.90775859588885,45.0892,-67.0786,good
000040901,PM2.5,UG/M3,ST ANDREWS,3.4568724989931034,56.3397753,-2.7967214,
000040901,PM25,UG/M3,ST ANDREWS,3.4566359853055038,45.0892,-67.0786,
000040901,PM25_AQI,AQI,ST ANDREWS,14.205386036612618,45.0892,-67.0786,good
000041302,NO2,PPB,BATHURST,0.8468486394816472,7.0950589000000015,41.972100399999995,
000041302,NO2_AQI,AQI,BATHURST,0.8384363561679788,47.6094,-65.6333,good
000041302,OZONE,PPB,BATHURST,27.795493534346555,7.0950589000000015,41.972100399999995,
000041302,OZONE_AQI,AQI,BATHURST,25.283651635305176,47.6094,-65.6333,good
000041302,PM2.5,UG/M3,BATHURST,4.600401548318475,-33.4192822,149.5775008,
000041302,PM25,UG/M3,BATHURST,4.599712136080149,47.6094,-65.6333,
000041302,PM25_AQI,AQI,BATHURST,18.80521429496583,47.6094,-65.6333,good
000041501,PM2.5,UG/M3,EDMUNDSTON QUEEN ST.,5.488986266454526,47.3741136,-68.31699940000001,
000041501,PM25,UG/M3,EDMUNDSTON QUEEN ST.,5.487023706068052,47.363195,-68.322302,
000041501,PM25_AQI,AQI,EDMUNDSTON QUEEN ST.,22.430661780360094,47.363195,-68.322302,good
000050113,NO2_AQI,AQI,Laval - Chomedey,6.288283090117767,45.5472,-73.7472,good
000050113,OZONE,PPB,Laval - Chomedey,21.2341722963035,45.542781700000006,-73.74172455,
000050113,OZONE_AQI,AQI,Laval - Chomedey,19.72477418755469,45.5472,-73.7472,good
000050119,NO2_AQI,AQI,Longueuil,4.812365289441507,45.5231,-73.4939,good
000050119,OZONE,PPB,Bourassa,25.0969592404375,44.90638116666667,-72.42047733333332,
000050119,OZONE_AQI,AQI,Longueuil,21.21965523303221,45.5231,-73.4939,good
000050204,NO2_AQI,AQI,Hull (Ile),3.73132528695502,45.4369,-75.7261,good
000050204,OZONE,PPB,Gatineau - Hull,26.89383199410553,45.432735533333336,-75.71970073333333,
000050204,OZONE_AQI,AQI,Hull (Ile),26.398537355322155,45.4369,-75.7261,good
000050308,NO2_AQI,AQI,Vieux Limoilou,3.106204084761959,46.8214,-71.2208,good
000050308,OZONE,PPB,Des Sables,22.20137890997958,46.39553103333333,-72.01524763333333,
000050308,OZONE_AQI,AQI,Vieux Limoilou,18.00151256549106,46.8214,-71.2208,good
000050311,NO2,PPB,Parc Primavere,5.2300396951257975,46.796760199999994,-71.38950559999999,
000050311,NO2_AQI,AQI,Quâ€šbec - ï¿½cole Les PrimevÅ res,4.577813300051203,46.77417,-71.36972,good
000050311,OZONE,PPB,Parc Primavere,21.36200420098257,46.796760199999994,-71.38950559999999,
000050311,OZONE_AQI,AQI,Quâ€šbec - ï¿½cole Les PrimevÅ res,16.65846482000935,46.77417,-71.36972,good
000050311,PM2.5,UG/M3,Parc Primavere,10.197193759162603,46.8080553,-71.3993984,
000050311,PM25,UG/M3,Quâ€šbec - ï¿½cole Les PrimevÅ res,9.638671878320372,46.77417,-71.36972,
000050311,PM25_AQI,AQI,Quâ€šbec - ï¿½cole Les PrimevÅ res,35.315133629421844,46.77417,-71.36972,good
000050404,OZONE,PPB,Parc Cambron,24.953242475231672,45.373020033333326,-71.95076619999999,
000050404,OZONE_AQI,AQI,Sherbrooke - Parc Cambron,20.54552292877845,45.4125,-71.8744,good
000050604,OZONE,PPB,Parc Tremblay,25.42375363748013,47.3485474,-77.25321530000001,
000050604,OZONE_AQI,AQI,Rouyn-Noranda - Parc Tremblay,21.55226300570193,48.2344,-78.9833,good
000051501,OZONE,PPB,Saint-Zéphirin-de-Co,27.740079504936578,46.05280323333333,-72.6363884,
000051501,OZONE_AQI,AQI,Zâ€šphirin,27.17504976655336,46.0419,-72.66,good
000051501,PM2.5,UG/M3,Saint-Zéphirin-de-Co,6.27096236877742,46.05825485,-72.6245826,
000051501,PM25,UG/M3,Zâ€šphirin,6.1461501113541495,46.0419,-72.66,
000051501,PM25_AQI,AQI,Zâ€šphirin,23.87979516845732,46.0419,-72.66,good
000052001,OZONE,PPB,Charette,27.61151638001019,46.443612900000005,-72.90683999999999,
000052001,OZONE_AQI,AQI,Charette,22.91492698496838,46.4425,-72.8928,good
000052201,OZONE,PPB,Brossard,25.757138646009246,45.44726785,-73.46525514999999,
000052201,OZONE_AQI,AQI,Saint-Simon,19.148110536957542,45.4431,-73.4686,good
000052301,OZONE,PPB,Saint-Faustin-Lac-Ca,25.084112087929192,46.06372449999999,-74.47761259999999,
000052301,OZONE_AQI,AQI,Saint-Faustin-Lac-Carrâ€š,23.05376484237284,46.035,-74.4819,good
000052301,PM2.5,UG/M3,Saint-Faustin-Lac-Ca,4.85434883627185,46.09244899999999,-74.47332519999999,
000052301,PM25,UG/M3,Saint-Faustin-Lac-Carrâ€š,4.82543893130109,46.035,-74.4819,
000052301,PM25_AQI,AQI,Saint-Faustin-Lac-Carrâ€š,19.46628292036777,46.035,-74.4819,good
000052401,OZONE,PPB,La Pêche,24.853147652272,45.60555216666666,-75.9343842,
000052401,OZONE_AQI,AQI,Parc de la Gatineau - La PË†che,20.66097670250896,45.6222,-76.0178,good
000053201,OZONE,PPB,Rés. Faun. Ashuapmus,22.1138038967217,45.76056965,-72.09308695,
000053201,OZONE_AQI,AQI,Râ€šs. Faun. Ashuapmushuan - Pâ€šmonka,20.32893813030121,48.8183,-72.7428,good
000053301,OZONE,PPB,Deschambault,26.42814338843602,46.666420099999996,-71.9486781,
000053301,OZONE_AQI,AQI,Deschambault,22.19714727435699,46.6822,-71.9678,good
000053501,OZONE,PPB,François,28.44697408192805,40.51689365,-94.54806975,
000053501,OZONE_AQI,AQI,Franâ€¡ois,30.535421918810584,47.0147,-70.8644,good
000053601,OZONE,PPB,N.-D.-du-Rosaire,26.413469045385778,47.2678636,-72.8923152,
000053601,OZONE_AQI,AQI,Notre-Dame-du-Rosaire,22.35478314385322,46.8508,-70.4528,good
000053701,OZONE,PPB,HILAIRE,30.436266214616182,44.07322183333334,-72.4893506,
000053701,OZONE_AQI,AQI,Saint-Hilaire-de-Dorset,25.836916460593983,45.8156,-70.8597,good
000053801,OZONE,PPB,Tingwick,32.49884066421894,45.89433,-71.9465725,
000053801,OZONE_AQI,AQI,Tingwick,28.24131136799629,45.9075,-71.9492,good
000053901,OZONE,PPB,Lac-Édouard,22.09036597337996,47.63868775,-72.32447155,
000053901,OZONE_AQI,AQI,ï¿½douard,23.075395080278163,47.6472,-72.2914,good
000054201,OZONE,PPB,Chapais,28.195494088433254,49.802205,-74.91444,
000054201,OZONE_AQI,AQI,Chapais,25.68111926699541,49.8222,-74.9764,good
000054401,NO2_AQI,AQI,Saint-Anicet,1.3217282958066403,45.1167,-74.2833,good
000054401,OZONE,PPB,Saint-Anicet,20.73874646675365,45.111452400000005,-74.30977665,
000054401,OZONE_AQI,AQI,Saint-Anicet,19.385502872617323,45.1167,-74.2833,good
000054703,PM2.5,UG/M3,Bécancour,7.510376802527301,46.34960855,-72.4346545,
000054703,PM25,UG/M3,Bâ€šcancour (Arâ€šna),7.703511668678211,46.35,-72.4333,
000054703,PM25_AQI,AQI,Bâ€šcancour (Arâ€šna),29.802505277315547,46.35,-72.4333,good
000054901,OZONE,PPB,Ditton,30.065289030520493,48.333963,-35.398773500000004,
000054901,OZONE_AQI,AQI,La Patrie - Ditton,24.149213677006,45.3733,-71.2514,good
000055001,OZONE,PPB,Mont-Saint-Michel,25.47696332788344,47.7023315,-38.471678499999996,
000055001,OZONE_AQI,AQI,Mont-Saint-Michel,21.511141259698963,46.7686,-75.4319,good
000055501,OZONE,PPB,Frelighsburg,32.57181026501043,45.05358650000001,-72.849603,
000055501,OZONE_AQI,AQI,Frelighsburg,29.78555538200352,45.0517,-72.8617,good
000060104,OZONE,PPB,Ottawa,25.233237031623254,45.426864800000004,-75.68679655,
000060104,OZONE_AQI,AQI,Ottawa,22.880720134266536,45.4322,-75.6764,good
000060104,PM2.5,UG/M3,Ottawa,6.030810746880697,45.4215296,-75.69719309999999,
000060104,PM25,UG/M3,Ottawa,6.029829466687461,45.4322,-75.6764,
000060104,PM25_AQI,AQI,Ottawa,24.25897161998263,45.4322,-75.6764,good
000060204,OZONE,PPB,Windsor Downtown,27.307899374209835,40.43076635,-102.9298401,
000060204,OZONE_AQI,AQI,Windsor Downtown,25.02277079066393,42.3144,-83.0433,good
000060204,PM2.5,UG/M3,Windsor Downtown,7.090565785773503,38.5471327,-122.8163802,
000060204,PM25,UG/M3,Windsor Downtown,7.090978426675274,42.3144,-83.0433,
000060204,PM25_AQI,AQI,Windsor Downtown,28.48562006858211,42.3144,-83.0433,good
000060304,OZONE,PPB,Kingston,30.111182371534756,44.219867,-76.521128,
000060304,OZONE_AQI,AQI,Kingston,27.488889239899496,44.219867,-76.521128,good
000060304,PM2.5,UG/M3,Kingston,5.6511499153448765,44.219867,-76.521128,
000060304,PM25,UG/M3,Kingston,5.651572620658886,44.219867,-76.521128,
000060304,PM25_AQI,AQI,Kingston,22.820127368011764,44.219867,-76.521128,good
000060424,OZONE,PPB,Toronto Downtown,24.117791980145277,43.658352300000004,-79.38680155,
000060424,OZONE_AQI,AQI,Toronto Downtown,22.00421525511889,43.6619,-79.3853,good
000060424,PM2.5,UG/M3,Toronto Downtown,7.638210901894799,43.6548046,-79.3883031,
000060424,PM25,UG/M3,Toronto Downtown,7.439909582905538,43.6619,-79.3853,
000060424,PM25_AQI,AQI,Toronto Downtown,29.007772294524298,43.6619,-79.3853,good
000060512,OZONE,PPB,Hamilton Downtown,26.289932032259642,36.5009255,-87.61241,
000060512,OZONE_AQI,AQI,Hamilton Downtown,24.042380843388468,43.2561,-79.8617,good
000060512,PM2.5,UG/M3,Hamilton Downtown,8.078017777041318,29.745751,-95.36312,
000060512,PM25,UG/M3,Hamilton Downtown,8.080010530664508,43.2561,-79.8617,
000060512,PM25_AQI,AQI,Hamilton Downtown,31.772434943169543,43.2561,-79.8617,good
000060610,OZONE,PPB,Sudbury,24.305900679131902,44.437684399999995,-76.20963875000001,
000060610,OZONE_AQI,AQI,Sudbury,22.169983911760493,46.491941,-81.003105,good
000060610,PM2.5,UG/M3,Sudbury,5.171526630746297,42.3834278,-71.4161725,
000060610,PM25,UG/M3,Sudbury,5.1711139898445255,46.491941,-81.003105,
000060610,PM25_AQI,AQI,Sudbury,20.986394761164277,46.491941,-81.003105,good
000060709,OZONE,PPB,Sault Ste Marie,28.258685553350173,46.51540575,-84.32849379999999,
000060709,OZONE_AQI,AQI,Sault Ste Marie,25.82460444461026,46.5331,-84.3094,good
000060709,PM2.5,UG/M3,Sault Ste Marie,4.571874201002883,46.49771150000001,-84.3475876,
000060709,PM25,UG/M3,Sault Ste Marie,4.5716980737887125,46.5331,-84.3094,
000060709,PM25_AQI,AQI,Sault Ste Marie,18.687561256094305,46.5331,-84.3094,good
000060904,OZONE,PPB,London,27.553170944908437,47.24090595,-40.66430815,
000060904,OZONE_AQI,AQI,London,25.189683607719584,42.974461,-81.200858,good
000060904,PM2.5,UG/M3,London,6.609503195907384,51.5073509,-0.1277583,
000060904,PM25,UG/M3,London,6.610081899611088,42.974461,-81.200858,
000060904,PM25_AQI,AQI,London,26.56218739213297,42.974461,-81.200858,good
000061009,OZONE,PPB,Sarnia,26.688301179075193,42.9823995,-82.40096555,
000061009,OZONE_AQI,AQI,Sarnia,24.503255937621265,42.990263,-82.395341,good
000061009,PM2.5,UG/M3,Sarnia,7.065788828746807,42.974536,-82.4065901,
000061009,PM25,UG/M3,Sarnia,7.066588949519754,42.990263,-82.395341,
000061009,PM25_AQI,AQI,Sarnia,27.934657395480112,42.990263,-82.395341,good
000061104,OZONE,PPB,Peterborough,27.794652143966815,48.434749249999996,-39.295264949999996,
000061104,OZONE_AQI,AQI,Peterborough,25.407149214902542,44.3,-78.35,good
000061104,PM2.5,UG/M3,Peterborough,5.7372328473960295,52.56949849999999,-0.2405299,
000061104,PM25,UG/M3,Peterborough,5.737876969779283,44.3,-78.35,
000061104,PM25_AQI,AQI,Peterborough,22.801413209231452,44.3,-78.35,good
000061201,OZONE,PPB,Cornwall,26.37870710967718,47.647723549999995,-39.89605625,
000061201,OZONE_AQI,AQI,Cornwall,24.021497955579303,45.0294,-74.7394,good
000061201,PM2.5,UG/M3,Cornwall,6.11546481583517,50.26604709999999,-5.0527125,
000061201,PM25,UG/M3,Cornwall,6.113587802952723,45.0294,-74.7394,
000061201,PM25_AQI,AQI,Cornwall,24.69899456080067,45.0294,-74.7394,good
000061302,OZONE,PPB,St. Catharines,30.198828647036045,43.15883725,-79.2409313,
000061302,OZONE_AQI,AQI,St. Catharines,27.58263011151554,43.1583,-79.235,good
000061302,PM2.5,UG/M3,St. Catharines,6.397999254352944,43.1593745,-79.2468626,
000061302,PM25,UG/M3,St. Catharines,6.398848637775269,43.1583,-79.235,
000061302,PM25_AQI,AQI,St. Catharines,25.7989673160994,43.1583,-79.235,good
000061402,OZONE,PPB,Brantford,28.025687315994325,43.13984335000001,-80.2802627,
000061402,OZONE_AQI,AQI,Brantford,25.55447169643425,43.1403,-80.2961,good
000061402,PM2.5,UG/M3,Brantford,6.889358220622332,43.1393867,-80.2644254,
000061402,PM25,UG/M3,Brantford,6.890550853472573,43.1403,-80.2961,
000061402,PM25_AQI,AQI,Brantford,27.575197868443656,43.1403,-80.2961,good
000061502,OZONE,PPB,Kitchener,27.717151217263314,43.44676975,-80.49846685,
000061502,OZONE_AQI,AQI,Kitchener,25.235893858679805,43.4419,-80.5044,good
000061502,PM2.5,UG/M3,Kitchener,6.619442557749461,43.4516395,-80.4925337,
000061502,PM25,UG/M3,Kitchener,6.619955842773615,43.4419,-80.5044,
000061502,PM25_AQI,AQI,Kitchener,26.52041551020193,43.4419,-80.5044,good
000062001,OZONE,PPB,North Bay,26.20674085965717,46.3175,-79.4453,
000062001,OZONE_AQI,AQI,North Bay,23.83971002802386,46.3175,-79.4453,good
000062001,PM2.5,UG/M3,North Bay,4.579455714303777,46.3175,-79.4453,
000062001,PM25,UG/M3,North Bay,4.579898548442263,46.3175,-79.4453,
000062001,PM25_AQI,AQI,North Bay,18.68286824449644,46.3175,-79.4453,good
000062501,OZONE,PPB,Tiverton,30.601366233803844,42.962660549999995,-76.39436155,
000062501,OZONE_AQI,AQI,Tiverton,27.977849293206024,44.2994,-81.5753,good
000062501,PM2.5,UG/M3,Tiverton,5.129155579897299,41.6259211,-71.2134231,
000062501,PM25,UG/M3,Tiverton,5.129286417256398,44.2994,-81.5753,
000062501,PM25_AQI,AQI,Tiverton,19.733266204180143,44.2994,-81.5753,good
000063301,OZONE,PPB,Dorset,27.11727338956984,47.98493175,-40.6379393,
000063301,OZONE_AQI,AQI,Dorset,24.71266179109529,45.2211,-78.9314,good
000063301,PM2.5,UG/M3,Dorset,4.575777969423911,50.7487635,-2.3444786,
000063301,PM25,UG/M3,Dorset,4.57625602900523,45.2211,-78.9314,
000063301,PM25_AQI,AQI,Dorset,18.63575877165317,45.2211,-78.9314,good
000063701,OZONE,PPB,Grand Bend,30.950333856342976,43.32181985,-81.7493621,
000063701,OZONE_AQI,AQI,Grand Bend,28.519503548818506,43.3306,-81.7425,good
000063701,PM2.5,UG/M3,Grand Bend,4.882675238794673,43.3130397,-81.75622419999999,
000063701,PM25,UG/M3,Grand Bend,4.8834665098258245,43.3306,-81.7425,
000063701,PM25_AQI,AQI,Grand Bend,19.919357631749712,43.3306,-81.7425,good
000064001,OZONE,PPB,Experimental Lakes,30.832109849363626,49.662124649999996,-93.72469615,
000064001,OZONE_AQI,AQI,Experimental Lakes,28.10419207540745,49.6639,-93.7211,good
000064101,OZONE,PPB,Algoma,30.488526763318525,45.8219442,-85.90684455,
000064101,OZONE_AQI,AQI,Algoma,27.90022096250633,47.035,-84.3811,good
