,State,County,County_FIPS_Code,Population_2010,CO_8hr_ppm,Pb_3mo,NO2_Am_ppb,NO2_1h_ppb,O3_8hr_ppm,PM10_24hr,PM25_AM,PM25_24hr,SO2_1hr_ppb
1132,Puerto Rico,"Adjuntas Municipio, Puerto Rico",72001,19483,,,,,,,5.5,16,
1133,Puerto Rico,"Arecibo Municipio, Puerto Rico",72013,96440,,0.07000000000000002,,,,,,,
1134,Puerto Rico,"Bayamón Municipio, Puerto Rico",72021,208116,1,,,,0.032,,7,19,
1135,Puerto Rico,"Caguas Municipio, Puerto Rico",72025,142893,3,,,,,,7.2,20,
1136,Puerto Rico,"Cataño Municipio, Puerto Rico",72033,28140,,,,,0.034,91,,,
1137,Puerto Rico,"Fajardo Municipio, Puerto Rico",72053,36993,,,,,,,6.8,20,
1138,Puerto Rico,"Guayama Municipio, Puerto Rico",72057,45362,,,,,,,,,
1139,Puerto Rico,"Guayanilla Municipio, Puerto Rico",72059,21581,,,,,,,,,
1140,Puerto Rico,"Guaynabo Municipio, Puerto Rico",72061,97924,2,,14,83,,70,7.5,19,
1141,Puerto Rico,"Humacao Municipio, Puerto Rico",72069,58466,,,,,,,,,
1142,Puerto Rico,"Lares Municipio, Puerto Rico",72081,30753,,,,,,,,,
1143,Puerto Rico,"Mayagüez Municipio, Puerto Rico",72097,89080,,,,,0.014000000000000002,,,,
1144,Puerto Rico,"Ponce Municipio, Puerto Rico",72113,166327,1,,,,,94,6.3,17,
1145,Puerto Rico,"San Juan Municipio, Puerto Rico",72127,395326,3,,,,,,,,
