Unique_ID,value
ZC_15642,25.63286293801064
ZC_65251,30.208947597322425
ZC_77355,23.441265855671016
ZC_6380,34.443326135583106
ZC_27244,28.045024091030715
ZC_60048,29.236525460724543
ZC_12721,25.372585875680866
ZC_28650,24.333241759250804
ZC_6783,29.868706370613307
ZC_30054,24.04359704143531
ZC_7734,31.03333757112536
ZC_19508,25.58035206099909
ZC_7980,31.2695216822732
ZC_76557,27.303626570463013
ZC_13691,29.840571968866115
ZC_8512,26.254768688670783
ZC_30168,26.558818624882434
ZC_19473,28.058011803611823
ZC_76035,27.27643697373221
ZC_27220,28.045024091030715
ZC_2045,26.15607051587545
ZC_30052,24.04359704143531
ZC_3254,31.327794917467862
ZC_21663,30.13556066990584
ZC_2871,32.95045509573142
ZC_8559,25.007835219581622
ZC_11754,28.3277292343324
ZC_15015,25.63286293801064
ZC_13864,33.718810305605786
ZC_82929,29.897005784457363
ZC_3833,26.761801679815232
ZC_89510,27.19526035015384
ZC_17361,24.278979150911105
ZC_30075,25.76807387023588
ZC_75181,27.363616038195502
ZC_99022,24.46779291483288
ZC_89408,32.0810834123873
ZC_68130,24.68778868968977
ZC_15137,25.63286293801064
ZC_46184,23.1279140825472
ZC_90189,26.05445787766824
ZC_27802,25.90309041272002
ZC_46051,26.36331711987963
ZC_28557,30.683486641751088
ZC_18969,28.058011803611823
ZC_7950,31.2695216822732
ZC_5250,28.74112837312663
ZC_37304,29.16887998706164
ZC_63769,30.554476282055177
ZC_6334,34.443326135583106
S_000010102,25.31981398364439
ZC_21562,31.58812133999051
ZC_13122,28.06549459234909
ZC_3444,22.90296516085413
ZC_75604,24.17144566344225
ZC_21074,27.67809586612704
ZC_15946,24.08798347413504
ZC_35749,29.716104098976604
ZC_65742,30.06204700732561
ZC_16156,29.70331126979093
ZC_77577,23.468961956992764
ZC_49102,32.190311545124665
ZC_90202,26.37888671725737
ZC_6755,29.868706370613307
ZC_18224,24.749480822088827
ZC_4005,25.3305089053194
ZC_21557,31.58812133999051
ZC_3077,28.969058415898843
ZC_65738,28.24014996318984
ZC_24203,23.49603569177279
ZC_19505,22.474271288840928
ZC_95920,26.76290464588184
ZC_33478,26.88339245542823
ZC_64063,31.78530364130479
ZC_6098,35.497771562514814
ZC_76522,28.35727789336969
ZC_80534,32.672398435578764
ZC_33432,26.685206331134125
ZC_55940,29.55240979281355
ZC_94515,20.540639211660327
ZC_37069,31.64390130295005
ZC_76579,27.303626570463013
ZC_19512,22.474271288840928
ZC_33418,26.685206331134125
ZC_11935,33.58599831835777
ZC_61753,30.372583455775963
ZC_3268,29.144191210399143
ZC_16829,26.459134673276743
ZC_76070,27.27643697373221
ZC_12546,27.724164051806675
ZC_13132,29.12219112556904
ZC_48331,29.944244393288088
ZC_56444,28.7558060007236
ZC_49103,32.190311545124665
ZC_16051,24.729408281386924
ZC_93427,32.94829138157148
ZC_16033,24.729408281386924
ZC_56132,29.69704618468643
ZC_77484,23.441265855671016
ZC_19967,31.324899969755773
ZC_48438,31.210877238897925
ZC_27028,27.20355330987638
ZC_25177,23.011758381110035
ZC_5448,33.96880917098903
ZC_2857,27.3083112024718
ZC_8825,25.007835219581622
ZC_20657,28.030234761319853
ZC_8805,31.2695216822732
ZC_21029,30.810024279515943
ZC_35051,24.2380669965521
ZC_78628,26.58604110339559
ZC_27050,29.65219461491344
ZC_19504,22.474271288840928
ZC_30620,24.889659962391462
ZC_29728,27.753813844204608
ZC_19518,22.474271288840928
ZC_19938,26.39196097326975
ZC_27018,27.20355330987638
ZC_21502,31.58812133999051
ZC_17744,26.20727005441285
ZC_5735,25.014105276763694
ZC_78161,27.87737314697112
ZC_75125,28.564178914527808
ZC_32951,32.04530350295373
ZC_7746,31.03333757112536
ZC_21102,27.67809586612704
ZC_30040,24.889659962391462
ZC_15774,27.57382296429062
ZC_93514,8.262698846981802
ZC_8343,27.293437197071967
ZC_33598,22.585645111298927
ZC_2766,28.45285765872677
ZC_18902,26.8887961279506
ZC_37149,23.87758166158885
ZC_76638,27.134586822854843
ZC_10576,26.23853821205999
ZC_16673,27.076162174952017
ZC_49127,32.190311545124665
ZC_48374,29.61325160957704
ZC_62558,31.849133528220843
ZC_20625,25.65230245653043
ZC_21042,30.810024279515943
ZC_91221,35.314495259466426
ZC_61262,31.444789819203223
ZC_90723,26.37888671725737
ZC_49330,29.32499146981121
ZC_62634,31.849133528220843
ZC_24245,25.2084624474506
ZC_22740,36.76040694581921
ZC_7935,31.2695216822732
ZC_64016,29.90775335114701
ZC_20619,28.030234761319853
ZC_60146,28.68006636050072
ZC_77657,25.20137655677465
ZC_34119,28.237094797377672
ZC_31008,23.50025255141605
ZC_35078,24.78449156763677
ZC_30814,22.60479815655024
ZC_81328,44.99915164146573
ZC_30268,28.01082835267184
ZC_47631,24.877806987402487
ZC_78066,27.27355883687344
ZC_8827,25.007835219581622
ZC_16249,27.57382296429062
ZC_56572,30.40459948225376
ZC_20688,28.030234761319853
ZC_60431,29.52664619717943
ZC_12812,26.122453691912327
ZC_12828,29.58077846614586
ZC_8041,26.199912491772704
ZC_34610,23.10931558118854
ZC_40022,27.90241840961113
ZC_3466,22.90296516085413
ZC_34601,23.10931558118854
ZC_16415,29.78838010810314
ZC_71033,23.220698817353192
ZC_62545,31.849133528220843
ZC_35748,29.716104098976604
ZC_18617,24.749480822088827
ZC_27258,28.045024091030715
ZC_4046,31.161079509066443
ZC_23320,27.200215404946533
ZC_15628,26.54293383459005
ZC_37621,23.49603569177279
ZC_37620,23.49603569177279
ZC_37133,23.87758166158885
ZC_21667,30.008370005048672
ZC_23464,27.200215404946533
ZC_48159,29.61325160957704
ZC_20132,27.551298582887263
ZC_27359,28.045024091030715
ZC_21791,27.06146899293972
ZC_17581,26.27050071733309
ZC_96008,27.76798363283679
ZC_2346,30.450900773594302
ZC_24201,23.49603569177279
ZC_61877,29.29001403283485
ZC_34484,25.02061573645211
ZC_56264,29.69704618468643
ZC_85387,29.04140158619691
ZC_8886,20.059107915367296
ZC_37373,29.16887998706164
ZC_82723,40.19760563653647
ZC_60084,30.383536341424666
ZC_48117,26.75769695334656
ZC_78626,26.58604110339559
ZC_33498,26.685206331134125
ZC_55731,31.112537451106363
ZC_7840,20.059107915367296
ZC_27215,28.045024091030715
ZC_27565,24.381557115945093
ZC_1075,32.377491724787305
ZC_44022,33.449599643391906
ZC_30116,28.01082835267184
ZC_14841,33.718810305605786
ZC_1036,32.377491724787305
ZC_5730,25.014105276763694
ZC_33850,25.19996023243213
ZC_3086,26.53066611441136
ZC_6778,35.497771562514814
ZC_7735,31.03333757112536
ZC_7059,31.2695216822732
ZC_15759,33.19305159861971
ZC_75654,24.17144566344225
ZC_7865,25.007835219581622
ZC_38017,26.46803416504045
ZC_16859,26.459134673276743
ZC_15739,33.19305159861971
ZC_38547,23.87758166158885
ZC_13143,29.12219112556904
ZC_61859,29.29001403283485
ZC_76073,29.54716658192057
ZC_30213,28.01082835267184
ZC_15458,24.732843633689665
ZC_25154,23.011758381110035
ZC_3811,28.969058415898843
ZC_21636,30.008370005048672
ZC_21676,30.13556066990584
ZC_49820,31.71966127023981
ZC_6062,26.22991325460581
ZC_19543,25.58035206099909
ZC_49316,29.32499146981121
ZC_62530,31.849133528220843
ZC_37065,31.64390130295005
ZC_94038,25.479867148718032
ZC_60030,32.485011955235905
ZC_27825,24.92343525811932
ZC_61754,30.372583455775963
ZC_21655,30.13556066990584
ZC_7747,31.03333757112536
ZC_64784,31.34111185487413
ZC_48166,26.75769695334656
ZC_6793,29.868706370613307
ZC_62285,25.27078344149845
ZC_15486,24.732843633689665
ZC_32820,26.7802492532828
ZC_37064,31.64390130295005
ZC_8865,20.059107915367296
ZC_25054,23.011758381110035
ZC_47161,21.800530193301555
ZC_48022,30.81429122582264
ZC_19425,29.981064621991354
ZC_65279,25.048129456759533
ZC_12446,25.372585875680866
ZC_63674,29.79039392239985
ZC_10518,26.23853821205999
ZC_66018,26.748831283142728
ZC_95452,20.540639211660327
ZC_55303,19.3423020270279
ZC_98360,21.95785592959316
ZC_15428,24.732843633689665
ZC_5764,25.014105276763694
ZC_35040,24.2380669965521
ZC_29105,25.042604625639047
ZC_7069,31.2695216822732
ZC_77336,22.668458648626338
ZC_48028,30.81429122582264
ZC_33547,24.1341610780714
ZC_61263,31.444789819203223
ZC_15618,27.57382296429062
ZC_27560,26.197723131953488
ZC_5442,33.96880917098903
ZC_55304,19.3423020270279
ZC_8802,25.007835219581622
ZC_21716,27.06146899293972
ZC_6794,29.868706370613307
ZC_15927,24.08798347413504
ZC_78620,26.58604110339559
ZC_18013,24.35338927585961
ZC_21044,28.226717588886714
ZC_48449,29.906416317047448
ZC_14036,30.633530913286567
ZC_76234,29.54716658192057
ZC_21865,32.0742861485205
ZC_1081,32.377491724787305
ZC_34956,26.88339245542823
ZC_64484,26.82710680682509
ZC_13156,29.12219112556904
ZC_16050,27.57382296429062
ZC_22193,28.175619574830648
ZC_45330,26.91927041567184
ZC_18944,28.058011803611823
ZC_37753,40.84436684827657
ZC_34266,24.691090831748923
ZC_5758,25.014105276763694
ZC_32963,28.07922364826447
ZC_37722,40.84436684827657
ZC_24148,28.677856120037045
ZC_46034,24.325536901953807
ZC_7728,31.03333757112536
ZC_38611,26.13681419927552
ZC_2767,28.45285765872677
ZC_30114,25.76807387023588
ZC_17519,26.27050071733309
ZC_32179,25.02061573645211
ZC_37014,27.13484151469988
ZC_15747,33.19305159861971
ZC_30019,24.889659962391462
ZC_15646,26.54293383459005
ZC_30041,24.889659962391462
ZC_13159,28.06549459234909
ZC_75453,24.95092483948769
ZC_62940,30.554476282055177
ZC_31044,23.50025255141605
ZC_49012,30.21202958997524
ZC_66012,26.82710680682509
ZC_63382,27.766590960395387
ZC_48328,29.944244393288088
ZC_18938,25.67129450096479
ZC_21719,29.59420709774543
ZC_3235,29.144191210399143
ZC_2093,28.45285765872677
ZC_27555,26.851407618319715
ZC_7417,26.30204997048936
ZC_44065,33.52036886925283
ZC_12572,27.724164051806675
ZC_46130,24.325536901953807
ZC_76706,27.134586822854843
ZC_37876,28.87663001900152
ZC_18072,24.35338927585961
ZC_49120,33.42928870512334
ZC_6093,26.22991325460581
ZC_92130,30.121708823383468
ZC_7430,26.30204997048936
ZC_25169,23.011758381110035
ZC_21769,27.06146899293972
ZC_32327,22.702405248986807
ZC_39170,23.539499008147324
ZC_7014,32.755924206658904
ZC_25231,23.011758381110035
ZC_48375,29.944244393288088
ZC_10527,26.23853821205999
ZC_15931,24.08798347413504
ZC_23842,26.921984541025623
ZC_14125,30.633530913286567
ZC_49064,32.190311545124665
ZC_25134,23.011758381110035
ZC_49302,29.32499146981121
ZC_13027,28.06549459234909
ZC_6254,34.443326135583106
ZC_2771,31.51118774594183
ZC_44139,27.60416710909304
ZC_11958,33.58599831835777
ZC_94513,25.12893424229792
ZC_44046,33.52036886925283
ZC_82434,31.726577927180013
ZC_92075,31.286415505262948
ZC_40071,27.90241840961113
ZC_2324,28.45285765872677
ZC_3810,31.327794917467862
ZC_76050,26.05144129355753
ZC_37056,31.64390130295005
ZC_13626,29.840571968866115
ZC_7046,31.2695216822732
ZC_15771,33.19305159861971
ZC_49420,31.97475102467105
ZC_5739,25.014105276763694
ZC_92128,30.297520009963364
ZC_56258,29.69704618468643
ZC_48006,30.0996191199715
ZC_85355,25.91864428026797
ZC_15321,23.28915693805345
ZC_3816,31.327794917467862
ZC_12428,25.372585875680866
ZC_3451,22.90296516085413
ZC_35115,24.2380669965521
ZC_56554,30.40459948225376
ZC_14810,30.93883301357845
ZC_6330,34.443326135583106
ZC_29803,25.042604625639047
ZC_92065,30.297520009963364
ZC_6021,35.497771562514814
ZC_63436,27.766590960395387
ZC_21053,27.67809586612704
ZC_33331,27.77511675686241
ZC_13042,28.06549459234909
ZC_8835,31.2695216822732
ZC_7731,31.03333757112536
ZC_48324,29.944244393288088
ZC_99009,32.53391170741058
ZC_25079,23.011758381110035
ZC_21623,30.008370005048672
ZC_10958,25.372585875680866
ZC_93435,28.205965657230955
ZC_48876,27.89769268312016
ZC_21612,30.13556066990584
ZC_35175,29.716104098976604
ZC_35750,29.716104098976604
ZC_21757,27.06146899293972
ZC_44614,31.5881432088298
ZC_7927,31.2695216822732
ZC_13063,28.06549459234909
ZC_92007,31.286415505262948
ZC_56263,29.69704618468643
ZC_21771,27.06146899293972
ZC_30805,24.66217697253632
ZC_33922,28.385566902254485
ZC_21163,30.810024279515943
ZC_8318,27.293437197071967
ZC_21722,29.59420709774543
ZC_25142,23.011758381110035
ZC_37080,25.486534402075247
ZC_32901,32.04530350295373
ZC_48167,29.61325160957704
ZC_8826,25.007835219581622
ZC_27311,28.045024091030715
ZC_90241,26.37888671725737
ZC_5762,25.014105276763694
ZC_75791,27.21743652245678
ZC_17349,24.278979150911105
ZC_12032,27.92636412235576
ZC_27511,26.197723131953488
ZC_17535,26.27050071733309
ZC_45106,30.54796565372479
ZC_65016,30.208947597322425
ZC_20645,25.65230245653043
ZC_7481,26.30204997048936
ZC_7834,31.2695216822732
ZC_91376,35.314495259466426
ZC_6268,34.263859536738096
ZC_78006,27.13862961102988
ZC_33548,23.10931558118854
ZC_84039,34.89495199269906
ZC_18927,28.058011803611823
ZC_15631,26.54293383459005
ZC_47523,23.951147877389
ZC_25061,23.011758381110035
ZC_3276,29.144191210399143
ZC_15686,27.57382296429062
ZC_48065,30.81429122582264
ZC_1571,32.69721677740353
ZC_62515,31.849133528220843
ZC_91501,35.314495259466426
ZC_92583,41.28298320120743
ZC_75428,24.95092483948769
ZC_19947,27.990593920076364
ZC_8701,29.36616709586777
ZC_47124,21.800530193301555
ZC_21671,30.13556066990584
ZC_19503,22.474271288840928
ZC_6791,35.497771562514814
ZC_62550,29.012477367089048
ZC_12305,27.569244160561265
ZC_16874,26.459134673276743
ZC_45304,26.91927041567184
ZC_90660,26.37888671725737
ZC_27568,26.851407618319715
ZC_8314,27.293437197071967
ZC_7730,31.03333757112536
ZC_55446,19.3423020270279
ZC_8322,28.30146773611401
ZC_81335,35.67168407617509
ZC_33955,28.385566902254485
ZC_32577,27.56183650608877
ZC_91502,35.314495259466426
ZC_70080,27.740468112128912
ZC_27617,26.197723131953488
ZC_48095,30.81429122582264
ZC_49013,32.190311545124665
ZC_45817,32.16236973882048
ZC_12008,27.569244160561265
ZC_6525,35.70838079217296
ZC_12567,27.724164051806675
ZC_14847,33.718810305605786
ZC_55906,29.55240979281355
ZC_33027,27.77511675686241
ZC_49619,28.71117414755651
ZC_65781,28.24014996318984
ZC_22973,36.76040694581921
ZC_22030,27.551298582887263
ZC_12028,29.58077846614586
ZC_29808,25.042604625639047
ZC_11951,28.3277292343324
ZC_30291,26.558818624882434
ZC_16137,30.47416192563025
ZC_33839,25.19996023243213
ZC_7011,32.755924206658904
ZC_20723,28.226717588886714
ZC_80831,38.20633396123474
ZC_4613,32.334964692136566
ZC_94022,23.05908215250209
ZC_8836,31.2695216822732
ZC_61936,29.012477367089048
ZC_10926,25.372585875680866
ZC_7013,32.755924206658904
ZC_40515,28.99280645976769
ZC_29135,18.491932294307496
ZC_37066,27.590086052725805
ZC_56229,29.69704618468643
ZC_98229,17.600135778949262
ZC_6238,34.263859536738096
ZC_6068,35.497771562514814
ZC_84035,34.89495199269906
ZC_2379,28.45285765872677
ZC_45113,31.00492261093913
ZC_75692,19.82119528791145
ZC_37129,23.87758166158885
ZC_34251,24.48066940512957
ZC_91506,35.314495259466426
ZC_30224,24.951803386041924
ZC_27216,28.045024091030715
ZC_77386,25.89645068267092
ZC_33431,26.685206331134125
ZC_14870,30.93883301357845
ZC_15044,25.63286293801064
ZC_15683,26.54293383459005
ZC_60012,30.383536341424666
ZC_3602,22.90296516085413
ZC_33469,26.88339245542823
ZC_49248,30.7069138717368
ZC_48822,27.89769268312016
ZC_3841,28.969058415898843
ZC_3874,26.761801679815232
ZC_15647,26.54293383459005
ZC_49415,31.67783135720383
ZC_91508,35.314495259466426
ZC_76712,27.134586822854843
ZC_29718,27.753813844204608
ZC_1570,32.69721677740353
ZC_7435,32.755924206658904
ZC_64034,31.78530364130479
ZC_92582,41.28298320120743
ZC_3110,26.53066611441136
ZC_28241,25.402762950983213
ZC_95692,26.18236752246489
ZC_49009,30.21202958997524
ZC_25202,23.011758381110035
ZC_45011,31.98138715248045
ZC_49238,30.7069138717368
ZC_6471,36.87891061972325
ZC_80549,31.47969328391104
ZC_77534,24.41897570871185
ZC_63628,29.79039392239985
ZC_48178,29.61325160957704
ZC_16025,27.57382296429062
ZC_18901,26.8887961279506
ZC_12603,27.724164051806675
ZC_95977,43.67788416614719
ZC_22039,28.175619574830648
ZC_18091,24.35338927585961
ZC_19964,29.45878063888713
ZC_15468,24.732843633689665
ZC_44072,33.449599643391906
ZC_19970,31.324899969755773
ZC_47147,24.24068158774168
ZC_77480,24.41897570871185
ZC_33558,27.1872007096052
ZC_92581,41.28298320120743
ZC_2382,28.45285765872677
ZC_12582,27.724164051806675
ZC_12983,33.71319159194152
ZC_29801,25.042604625639047
ZC_13638,29.840571968866115
ZC_61871,29.29001403283485
ZC_15330,24.732843633689665
ZC_7422,32.755924206658904
ZC_15031,25.63286293801064
ZC_19468,28.058011803611823
ZC_15748,33.19305159861971
ZC_29453,26.03728456509041
ZC_15615,26.54293383459005
ZC_34488,25.02061573645211
ZC_10501,26.23853821205999
ZC_15490,26.54293383459005
ZC_76539,28.35727789336969
ZC_16041,27.57382296429062
ZC_19939,31.324899969755773
ZC_8807,31.2695216822732
ZC_22625,23.62685029793757
ZC_25039,23.011758381110035
ZC_1366,32.377491724787305
ZC_24153,27.725873620626988
ZC_17517,26.27050071733309
ZC_16110,30.47416192563025
ZC_75670,19.82119528791145
ZC_15701,33.19305159861971
ZC_49630,31.87893381571677
ZC_20112,26.421624275983
ZC_27283,27.48970655572548
ZC_76549,28.35727789336969
ZC_7446,26.30204997048936
ZC_75757,27.21743652245678
ZC_20650,28.030234761319853
ZC_60042,30.383536341424666
ZC_1236,26.60054796279724
ZC_4669,32.334964692136566
ZC_45378,26.91927041567184
ZC_48039,30.81429122582264
ZC_2812,32.95045509573142
ZC_62097,30.92406024161617
ZC_19341,29.981064621991354
ZC_44281,27.60416710909304
ZC_2898,32.95045509573142
ZC_43110,33.515639762307885
ZC_30004,24.889659962391462
ZC_21665,30.13556066990584
ZC_32904,32.04530350295373
ZC_62014,28.829741384239103
ZC_5462,33.96880917098903
ZC_32112,23.68011593799675
ZC_49645,28.71117414755651
ZC_44087,27.60416710909304
ZC_30350,26.558818624882434
ZC_49838,31.71966127023981
ZC_55382,28.9349098868445
ZC_94074,21.628777581515127
ZC_32968,28.07922364826447
ZC_50211,29.31553366286589
ZC_33880,25.19996023243213
ZC_15681,26.54293383459005
ZC_37807,28.87663001900152
